tre:TRIREDRAFT_102382	ko:K01069
tre:TRIREDRAFT_60850	ko:K02519
tre:TRIREDRAFT_60855	ko:K15445
tre:TRIREDRAFT_60879	ko:K14790
tre:TRIREDRAFT_60928	ko:K02961
tre:TRIREDRAFT_6096	ko:K01557
tre:TRIREDRAFT_60987	ko:K05665
tre:TRIREDRAFT_61000	ko:K14402
tre:TRIREDRAFT_61020	ko:K17362
tre:TRIREDRAFT_61039	ko:K04799
tre:TRIREDRAFT_61042	ko:K08735
tre:TRIREDRAFT_61074	ko:K05643
tre:TRIREDRAFT_61075	ko:K10838
tre:TRIREDRAFT_61103	ko:K03104
tre:TRIREDRAFT_61114	ko:K16261
tre:TRIREDRAFT_61121	ko:K01137
tre:TRIREDRAFT_61134	ko:K23499
tre:TRIREDRAFT_61153	ko:K01719
tre:TRIREDRAFT_61159	ko:K20290
tre:TRIREDRAFT_61183	ko:K06947
tre:TRIREDRAFT_61189	ko:K21766
tre:TRIREDRAFT_61208	ko:K07277
tre:TRIREDRAFT_61219	ko:K07101
tre:TRIREDRAFT_61223	ko:K21631
tre:TRIREDRAFT_61229	ko:K25186
tre:TRIREDRAFT_61239	ko:K01893
tre:TRIREDRAFT_61258	ko:K05610
tre:TRIREDRAFT_61279	ko:K14544
tre:TRIREDRAFT_61288	ko:K17868
tre:TRIREDRAFT_61292	ko:K17583
tre:TRIREDRAFT_61322	ko:K03514
tre:TRIREDRAFT_61367	ko:K13076
tre:TRIREDRAFT_61374	ko:K08192
tre:TRIREDRAFT_61382	ko:K20318
tre:TRIREDRAFT_61383	ko:K01560
tre:TRIREDRAFT_61408	ko:K05767
tre:TRIREDRAFT_61409	ko:K11849
tre:TRIREDRAFT_61442	ko:K05607
tre:TRIREDRAFT_61465	ko:K08502
tre:TRIREDRAFT_61470	ko:K07953
tre:TRIREDRAFT_61486	ko:K05310
tre:TRIREDRAFT_61503	ko:K18849
tre:TRIREDRAFT_61523	ko:K15455
tre:TRIREDRAFT_61530	ko:K11696
tre:TRIREDRAFT_61541	ko:K11673
tre:TRIREDRAFT_61544	ko:K10756
tre:TRIREDRAFT_61550	ko:K13181
tre:TRIREDRAFT_61551	ko:K03505
tre:TRIREDRAFT_61553	ko:K01621
tre:TRIREDRAFT_61556	ko:K11562
tre:TRIREDRAFT_61570	ko:K12601
tre:TRIREDRAFT_61584	ko:K10089
tre:TRIREDRAFT_61588	ko:K10426
tre:TRIREDRAFT_61595	ko:K02893
tre:TRIREDRAFT_61677	ko:K23451
tre:TRIREDRAFT_61690	ko:K00059
tre:TRIREDRAFT_61692	ko:K06678
tre:TRIREDRAFT_61701	ko:K00784
tre:TRIREDRAFT_61705	ko:K11155
tre:TRIREDRAFT_61746	ko:K05857
tre:TRIREDRAFT_61750	ko:K04713
tre:TRIREDRAFT_61763	ko:K08994
tre:TRIREDRAFT_61765	ko:K14213
tre:TRIREDRAFT_61794	ko:K01173
tre:TRIREDRAFT_61804	ko:K02911
tre:TRIREDRAFT_61815	ko:K03014
tre:TRIREDRAFT_61819	ko:K03357
tre:TRIREDRAFT_61874	ko:K16073
tre:TRIREDRAFT_61893	ko:K09880
tre:TRIREDRAFT_61910	ko:K00128
tre:TRIREDRAFT_61912	ko:K01267
tre:TRIREDRAFT_61945	ko:K10685
tre:TRIREDRAFT_61948	ko:K09580
tre:TRIREDRAFT_61965	ko:K12175
tre:TRIREDRAFT_61971	ko:K20304
tre:TRIREDRAFT_62000	ko:K08870
tre:TRIREDRAFT_62003	ko:K09613
tre:TRIREDRAFT_62004	ko:K04706
tre:TRIREDRAFT_62026	ko:K15151
tre:TRIREDRAFT_62029	ko:K12817
tre:TRIREDRAFT_62034	ko:K00077
tre:TRIREDRAFT_62040	ko:K06027
tre:TRIREDRAFT_62057	ko:K10841
tre:TRIREDRAFT_62063	ko:K11093
tre:TRIREDRAFT_62071	ko:K11339
tre:TRIREDRAFT_62091	ko:K00851
tre:TRIREDRAFT_62120	ko:K14290
tre:TRIREDRAFT_62153	ko:K00027
tre:TRIREDRAFT_62165	ko:K03381
tre:TRIREDRAFT_62166	ko:K01192
tre:TRIREDRAFT_62168	ko:K18932
tre:TRIREDRAFT_62169	ko:K02214
tre:TRIREDRAFT_62172	ko:K19564
tre:TRIREDRAFT_62182	ko:K05841
tre:TRIREDRAFT_62199	ko:K21547
tre:TRIREDRAFT_62219	ko:K03941
tre:TRIREDRAFT_62225	ko:K14833
tre:TRIREDRAFT_62226	ko:K11273
tre:TRIREDRAFT_62232	ko:K25058
tre:TRIREDRAFT_62254	ko:K07880
tre:TRIREDRAFT_62271	ko:K00621
tre:TRIREDRAFT_62285	ko:K14708
tre:TRIREDRAFT_62301	ko:K08737
tre:TRIREDRAFT_62305	ko:K11718
tre:TRIREDRAFT_62335	ko:K01265
tre:TRIREDRAFT_62345	ko:K03259
tre:TRIREDRAFT_62352	ko:K11805
tre:TRIREDRAFT_62362	ko:K01537
tre:TRIREDRAFT_62367	ko:K00387
tre:TRIREDRAFT_62380	ko:K08139
tre:TRIREDRAFT_62389	ko:K11353
tre:TRIREDRAFT_62426	ko:K05767
tre:TRIREDRAFT_62470	ko:K02355
tre:TRIREDRAFT_62477	ko:K12184
tre:TRIREDRAFT_62480	ko:K15100
tre:TRIREDRAFT_62493	ko:K11756
tre:TRIREDRAFT_62548	ko:K28059
tre:TRIREDRAFT_62563	ko:K05291
tre:TRIREDRAFT_62576	ko:K14333
tre:TRIREDRAFT_62581	ko:K01053
tre:TRIREDRAFT_62613	ko:K09506
tre:TRIREDRAFT_62634	ko:K03358
tre:TRIREDRAFT_62643	ko:K23010
tre:TRIREDRAFT_62676	ko:K12180
tre:TRIREDRAFT_62685	ko:K20293
tre:TRIREDRAFT_62693	ko:K05658
tre:TRIREDRAFT_62704	ko:K01183
tre:TRIREDRAFT_62706	ko:K17550
tre:TRIREDRAFT_62711	ko:K14209
tre:TRIREDRAFT_62716	ko:K14686
tre:TRIREDRAFT_62718	ko:K06688
tre:TRIREDRAFT_62721	ko:K02994
tre:TRIREDRAFT_62747	ko:K08157
tre:TRIREDRAFT_62769	ko:K17866
tre:TRIREDRAFT_62780	ko:K07055
tre:TRIREDRAFT_62820	ko:K02877
tre:TRIREDRAFT_62821	ko:K14328
tre:TRIREDRAFT_62835	ko:K07300
tre:TRIREDRAFT_62871	ko:K19785
tre:TRIREDRAFT_62872	ko:K07034
tre:TRIREDRAFT_62886	ko:K15218
tre:TRIREDRAFT_62914	ko:K03537
tre:TRIREDRAFT_62929	ko:K18173
tre:TRIREDRAFT_62985	ko:K24279
tre:TRIREDRAFT_62986	ko:K08955
tre:TRIREDRAFT_63006	ko:K01092
tre:TRIREDRAFT_63038	ko:K03023
tre:TRIREDRAFT_63047	ko:K08739
tre:TRIREDRAFT_63088	ko:K15560
tre:TRIREDRAFT_63092	ko:K00875
tre:TRIREDRAFT_63102	ko:K05756
tre:TRIREDRAFT_63145	ko:K08192
tre:TRIREDRAFT_63159	ko:K17608
tre:TRIREDRAFT_63163	ko:K13117
tre:TRIREDRAFT_63173	ko:K22940
tre:TRIREDRAFT_63180	ko:K00818
tre:TRIREDRAFT_63200	ko:K10884
tre:TRIREDRAFT_63206	ko:K14713
tre:TRIREDRAFT_63272	ko:K22074
tre:TRIREDRAFT_63293	ko:K23336
tre:TRIREDRAFT_63328	ko:K07441
tre:TRIREDRAFT_63341	ko:K03857
tre:TRIREDRAFT_63347	ko:K00888
tre:TRIREDRAFT_63354	ko:K00953
tre:TRIREDRAFT_63378	ko:K02619
tre:TRIREDRAFT_63379	ko:K25815
tre:TRIREDRAFT_63395	ko:K18694
tre:TRIREDRAFT_63397	ko:K00459
tre:TRIREDRAFT_63398	ko:K23010
tre:TRIREDRAFT_63419	ko:K15429
tre:TRIREDRAFT_63441	ko:K17768
tre:TRIREDRAFT_63442	ko:K11324
tre:TRIREDRAFT_63454	ko:K02209
tre:TRIREDRAFT_63503	ko:K15507
tre:TRIREDRAFT_63507	ko:K19177
tre:TRIREDRAFT_63542	ko:K12871
tre:TRIREDRAFT_63547	ko:K03015
tre:TRIREDRAFT_63624	ko:K12826
tre:TRIREDRAFT_63632	ko:K11663
tre:TRIREDRAFT_63657	ko:K08968
tre:TRIREDRAFT_63678	ko:K15178
tre:TRIREDRAFT_63702	ko:K10625
tre:TRIREDRAFT_63703	ko:K21232
tre:TRIREDRAFT_63742	ko:K28034
tre:TRIREDRAFT_63751	ko:K03064
tre:TRIREDRAFT_63754	ko:K08486
tre:TRIREDRAFT_63756	ko:K20103
tre:TRIREDRAFT_63772	ko:K11761
tre:TRIREDRAFT_63774	ko:K14538
tre:TRIREDRAFT_63780	ko:K17792
tre:TRIREDRAFT_63815	ko:K18466
tre:TRIREDRAFT_63828	ko:K03847
tre:TRIREDRAFT_63882	ko:K05605
tre:TRIREDRAFT_63889	ko:K19572
tre:TRIREDRAFT_63919	ko:K01758
tre:TRIREDRAFT_63935	ko:K01870
tre:TRIREDRAFT_63937	ko:K07204
tre:TRIREDRAFT_63946	ko:K05293
tre:TRIREDRAFT_63966	ko:K08139
tre:TRIREDRAFT_63967	ko:K05283
tre:TRIREDRAFT_63972	ko:K18188
tre:TRIREDRAFT_64000	ko:K12857
tre:TRIREDRAFT_64009	ko:K25201
tre:TRIREDRAFT_64018	ko:K11213
tre:TRIREDRAFT_64023	ko:K14026
tre:TRIREDRAFT_64029	ko:K01930
tre:TRIREDRAFT_64065	ko:K10761
tre:TRIREDRAFT_64111	ko:K22803
tre:TRIREDRAFT_64117	ko:K03648
tre:TRIREDRAFT_64125	ko:K02515
tre:TRIREDRAFT_64130	ko:K22733
tre:TRIREDRAFT_64138	ko:K14961
tre:TRIREDRAFT_64179	ko:K10419
tre:TRIREDRAFT_64193	ko:K01301
tre:TRIREDRAFT_64196	ko:K08286
tre:TRIREDRAFT_64249	ko:K06287
tre:TRIREDRAFT_64288	ko:K15045
tre:TRIREDRAFT_64295	ko:K20405
tre:TRIREDRAFT_64298	ko:K10398
tre:TRIREDRAFT_64308	ko:K17714
tre:TRIREDRAFT_64318	ko:K14796
tre:TRIREDRAFT_64327	ko:K01868
tre:TRIREDRAFT_64330	ko:K00463
tre:TRIREDRAFT_64332	ko:K20302
tre:TRIREDRAFT_64345	ko:K01969
tre:TRIREDRAFT_64347	ko:K17560
tre:TRIREDRAFT_64372	ko:K17878
tre:TRIREDRAFT_64375	ko:K01210
tre:TRIREDRAFT_64385	ko:K00861
tre:TRIREDRAFT_64397	ko:K12349
tre:TRIREDRAFT_64420	ko:K14552
tre:TRIREDRAFT_64469	ko:K01253
tre:TRIREDRAFT_64485	ko:K12189
tre:TRIREDRAFT_64543	ko:K05284
tre:TRIREDRAFT_64561	ko:K23490
tre:TRIREDRAFT_64600	ko:K12667
tre:TRIREDRAFT_64608	ko:K24765
tre:TRIREDRAFT_64617	ko:K24758
tre:TRIREDRAFT_64642	ko:K02830
tre:TRIREDRAFT_64644	ko:K20524
tre:TRIREDRAFT_64654	ko:K20178
tre:TRIREDRAFT_64658	ko:K13344
tre:TRIREDRAFT_64676	ko:K20794
tre:TRIREDRAFT_64680	ko:K06062
tre:TRIREDRAFT_64684	ko:K10751
tre:TRIREDRAFT_64685	ko:K28217
tre:TRIREDRAFT_64704	ko:K25162
tre:TRIREDRAFT_64752	ko:K03007
tre:TRIREDRAFT_64784	ko:K27389
tre:TRIREDRAFT_64790	ko:K07034
tre:TRIREDRAFT_64794	ko:K13122
tre:TRIREDRAFT_64818	ko:K15119
tre:TRIREDRAFT_64820	ko:K14788
tre:TRIREDRAFT_64832	ko:K20813
tre:TRIREDRAFT_64836	ko:K12451
tre:TRIREDRAFT_64906	ko:K22277
tre:TRIREDRAFT_64919	ko:K28028
tre:TRIREDRAFT_64925	ko:K22721
tre:TRIREDRAFT_64938	ko:K14819
tre:TRIREDRAFT_64956	ko:K15303
tre:TRIREDRAFT_64971	ko:K16261
tre:TRIREDRAFT_64996	ko:K01501
tre:TRIREDRAFT_65033	ko:K27290
tre:TRIREDRAFT_65037	ko:K01507
tre:TRIREDRAFT_65055	ko:K13076
tre:TRIREDRAFT_65085	ko:K22134
tre:TRIREDRAFT_65096	ko:K00784
tre:TRIREDRAFT_65104	ko:K19525
tre:TRIREDRAFT_65106	ko:K01501
tre:TRIREDRAFT_65107	ko:K07824
tre:TRIREDRAFT_65128	ko:K08073
tre:TRIREDRAFT_65142	ko:K00128
tre:TRIREDRAFT_65147	ko:K06974
tre:TRIREDRAFT_65156	ko:K05986
tre:TRIREDRAFT_65179	ko:K01756
tre:TRIREDRAFT_65191	ko:K08141
tre:TRIREDRAFT_65198	ko:K19562
tre:TRIREDRAFT_65200	ko:K12198
tre:TRIREDRAFT_65209	ko:K20858
tre:TRIREDRAFT_65214	ko:K22857
tre:TRIREDRAFT_65225	ko:K14768
tre:TRIREDRAFT_65295	ko:K00600
tre:TRIREDRAFT_65324	ko:K22684
tre:TRIREDRAFT_65380	ko:K01230
tre:TRIREDRAFT_65410	ko:K00390
tre:TRIREDRAFT_65411	ko:K00767
tre:TRIREDRAFT_65433	ko:K17738
tre:TRIREDRAFT_65437	ko:K13115
tre:TRIREDRAFT_65447	ko:K13123
tre:TRIREDRAFT_65452	ko:K01079
tre:TRIREDRAFT_65493	ko:K08141
tre:TRIREDRAFT_65508	ko:K03841
tre:TRIREDRAFT_65530	ko:K14416
tre:TRIREDRAFT_65533	ko:K11484
tre:TRIREDRAFT_65547	ko:K12661
tre:TRIREDRAFT_65553	ko:K10576
tre:TRIREDRAFT_65559	ko:K03942
tre:TRIREDRAFT_65588	ko:K18337
tre:TRIREDRAFT_65591	ko:K03029
tre:TRIREDRAFT_65607	ko:K17887
tre:TRIREDRAFT_65615	ko:K14864
tre:TRIREDRAFT_65623	ko:K07342
tre:TRIREDRAFT_65640	ko:K03012
tre:TRIREDRAFT_65646	ko:K05528
tre:TRIREDRAFT_65671	ko:K02309
tre:TRIREDRAFT_65672	ko:K22132
tre:TRIREDRAFT_65685	ko:K04486
tre:TRIREDRAFT_65717	ko:K03946
tre:TRIREDRAFT_65735	ko:K01372
tre:TRIREDRAFT_65736	ko:K03786
tre:TRIREDRAFT_65768	ko:K15338
tre:TRIREDRAFT_65816	ko:K03859
tre:TRIREDRAFT_65817	ko:K13690
tre:TRIREDRAFT_65821	ko:K17908
tre:TRIREDRAFT_65873	ko:K04345
tre:TRIREDRAFT_65880	ko:K05012
tre:TRIREDRAFT_65882	ko:K18339
tre:TRIREDRAFT_65895	ko:K15153
tre:TRIREDRAFT_65915	ko:K08192
tre:TRIREDRAFT_65921	ko:K01968
tre:TRIREDRAFT_65926	ko:K07478
tre:TRIREDRAFT_65948	ko:K06911
tre:TRIREDRAFT_65971	ko:K26400
tre:TRIREDRAFT_65977	ko:K20409
tre:TRIREDRAFT_65982	ko:K19951
tre:TRIREDRAFT_65986	ko:K07407
tre:TRIREDRAFT_65996	ko:K27164
tre:TRIREDRAFT_65997	ko:K12733
tre:TRIREDRAFT_66012	ko:K12883
tre:TRIREDRAFT_66041	ko:K01183
tre:TRIREDRAFT_66075	ko:K24730
tre:TRIREDRAFT_66091	ko:K03141
tre:TRIREDRAFT_66128	ko:K06640
tre:TRIREDRAFT_66132	ko:K13339
tre:TRIREDRAFT_66136	ko:K03350
tre:TRIREDRAFT_66141	ko:K20181
tre:TRIREDRAFT_66154	ko:K14823
tre:TRIREDRAFT_66183	ko:K01288
tre:TRIREDRAFT_66222	ko:K19787
tre:TRIREDRAFT_66228	ko:K06901
tre:TRIREDRAFT_66270	ko:K09313
tre:TRIREDRAFT_66294	ko:K19386
tre:TRIREDRAFT_66296	ko:K02685
tre:TRIREDRAFT_66308	ko:K08783
tre:TRIREDRAFT_66324	ko:K01054
tre:TRIREDRAFT_66345	ko:K04564
tre:TRIREDRAFT_66394	ko:K10981
tre:TRIREDRAFT_66405	ko:K03130
tre:TRIREDRAFT_66432	ko:K00799
tre:TRIREDRAFT_66433	ko:K17972
tre:TRIREDRAFT_66436	ko:K14563
tre:TRIREDRAFT_66474	ko:K25829
tre:TRIREDRAFT_66480	ko:K07208
tre:TRIREDRAFT_66486	ko:K10405
tre:TRIREDRAFT_66524	ko:K22069
tre:TRIREDRAFT_66541	ko:K01637
tre:TRIREDRAFT_66550	ko:K08853
tre:TRIREDRAFT_66604	ko:K01062
tre:TRIREDRAFT_66606	ko:K21547
tre:TRIREDRAFT_66608	ko:K01282
tre:TRIREDRAFT_66611	ko:K16261
tre:TRIREDRAFT_66662	ko:K18102
tre:TRIREDRAFT_66687	ko:K00737
tre:TRIREDRAFT_66689	ko:K19572
tre:TRIREDRAFT_66695	ko:K23564
tre:TRIREDRAFT_66702	ko:K17508
tre:TRIREDRAFT_66707	ko:K02738
tre:TRIREDRAFT_66792	ko:K01199
tre:TRIREDRAFT_66804	ko:K13690
tre:TRIREDRAFT_66814	ko:K03848
tre:TRIREDRAFT_66819	ko:K16261
tre:TRIREDRAFT_66827	ko:K13953
tre:TRIREDRAFT_66832	ko:K05349
tre:TRIREDRAFT_66844	ko:K05288
tre:TRIREDRAFT_66877	ko:K04075
tre:TRIREDRAFT_66881	ko:K14311
tre:TRIREDRAFT_66888	ko:K10968
tre:TRIREDRAFT_66895	ko:K03678
tre:TRIREDRAFT_66913	ko:K00914
tre:TRIREDRAFT_66926	ko:K14310
tre:TRIREDRAFT_66928	ko:K04728
tre:TRIREDRAFT_66935	ko:K01613
tre:TRIREDRAFT_66950	ko:K12776
tre:TRIREDRAFT_66958	ko:K15111
tre:TRIREDRAFT_66960	ko:K07512
tre:TRIREDRAFT_66963	ko:K08157
tre:TRIREDRAFT_66966	ko:K15361
tre:TRIREDRAFT_66985	ko:K20410
tre:TRIREDRAFT_66999	ko:K22149
tre:TRIREDRAFT_67003	ko:K13501
tre:TRIREDRAFT_67010	ko:K04709
tre:TRIREDRAFT_67013	ko:K03781
tre:TRIREDRAFT_67030	ko:K15285
tre:TRIREDRAFT_67052	ko:K18666
tre:TRIREDRAFT_67053	ko:K11853
tre:TRIREDRAFT_67057	ko:K11414
tre:TRIREDRAFT_67079	ko:K14522
tre:TRIREDRAFT_67109	ko:K22151
tre:TRIREDRAFT_67116	ko:K07952
tre:TRIREDRAFT_67130	ko:K11373
tre:TRIREDRAFT_67174	ko:K02607
tre:TRIREDRAFT_67189	ko:K22152
tre:TRIREDRAFT_67205	ko:K00685
tre:TRIREDRAFT_67215	ko:K00948
tre:TRIREDRAFT_67217	ko:K22063
tre:TRIREDRAFT_67272	ko:K21991
tre:TRIREDRAFT_67281	ko:K24155
tre:TRIREDRAFT_67290	ko:K01626
tre:TRIREDRAFT_67295	ko:K17797
tre:TRIREDRAFT_67300	ko:K07766
tre:TRIREDRAFT_67325	ko:K14559
tre:TRIREDRAFT_67366	ko:K02888
tre:TRIREDRAFT_67382	ko:K08501
tre:TRIREDRAFT_67420	ko:K08341
tre:TRIREDRAFT_67446	ko:K01733
tre:TRIREDRAFT_67448	ko:K08657
tre:TRIREDRAFT_67467	ko:K11274
tre:TRIREDRAFT_67469	ko:K08141
tre:TRIREDRAFT_67473	ko:K18749
tre:TRIREDRAFT_67476	ko:K03143
tre:TRIREDRAFT_67484	ko:K01490
tre:TRIREDRAFT_67493	ko:K04711
tre:TRIREDRAFT_67494	ko:K00226
tre:TRIREDRAFT_67507	ko:K01046
tre:TRIREDRAFT_67523	ko:K00968
tre:TRIREDRAFT_67527	ko:K08991
tre:TRIREDRAFT_67534	ko:K06276
tre:TRIREDRAFT_67538	ko:K03781
tre:TRIREDRAFT_67541	ko:K08141
tre:TRIREDRAFT_67546	ko:K22075
tre:TRIREDRAFT_67557	ko:K09578
tre:TRIREDRAFT_67562	ko:K14709
tre:TRIREDRAFT_67595	ko:K08329
tre:TRIREDRAFT_67600	ko:K00698
tre:TRIREDRAFT_67607	ko:K15303
tre:TRIREDRAFT_67642	ko:K25043
tre:TRIREDRAFT_67658	ko:K03575
tre:TRIREDRAFT_67692	ko:K08157
tre:TRIREDRAFT_67707	ko:K04709
tre:TRIREDRAFT_67757	ko:K10253
tre:TRIREDRAFT_67806	ko:K16261
tre:TRIREDRAFT_67840	ko:K14769
tre:TRIREDRAFT_67844	ko:K08257
tre:TRIREDRAFT_67859	ko:K01876
tre:TRIREDRAFT_67882	ko:K03574
tre:TRIREDRAFT_67923	ko:K21249
tre:TRIREDRAFT_67929	ko:K01493
tre:TRIREDRAFT_67957	ko:K10842
tre:TRIREDRAFT_67982	ko:K03114
tre:TRIREDRAFT_67988	ko:K21804
tre:TRIREDRAFT_68022	ko:K00804
tre:TRIREDRAFT_68036	ko:K01739
tre:TRIREDRAFT_68058	ko:K23093
tre:TRIREDRAFT_68068	ko:K17776
tre:TRIREDRAFT_68072	ko:K01247
tre:TRIREDRAFT_68097	ko:K09265
tre:TRIREDRAFT_68107	ko:K02983
tre:TRIREDRAFT_68110	ko:K02219
tre:TRIREDRAFT_68122	ko:K08192
tre:TRIREDRAFT_68130	ko:K19366
tre:TRIREDRAFT_68154	ko:K09142
tre:TRIREDRAFT_68169	ko:K07300
tre:TRIREDRAFT_68207	ko:K26171
tre:TRIREDRAFT_68212	ko:K07297
tre:TRIREDRAFT_68230	ko:K01469
tre:TRIREDRAFT_68254	ko:K09248
tre:TRIREDRAFT_68291	ko:K04070
tre:TRIREDRAFT_68304	ko:K03035
tre:TRIREDRAFT_68326	ko:K14312
tre:TRIREDRAFT_68347	ko:K01183
tre:TRIREDRAFT_68364	ko:K20872
tre:TRIREDRAFT_68371	ko:K08869
tre:TRIREDRAFT_68412	ko:K04718
tre:TRIREDRAFT_68438	ko:K23335
tre:TRIREDRAFT_68444	ko:K17623
tre:TRIREDRAFT_68466	ko:K00863
tre:TRIREDRAFT_68479	ko:K20792
tre:TRIREDRAFT_68492	ko:K20465
tre:TRIREDRAFT_68522	ko:K19572
tre:TRIREDRAFT_68571	ko:K08900
tre:TRIREDRAFT_68582	ko:K14679
tre:TRIREDRAFT_68585	ko:K01808
tre:TRIREDRAFT_68590	ko:K13953
tre:TRIREDRAFT_68605	ko:K15430
tre:TRIREDRAFT_68606	ko:K01803
tre:TRIREDRAFT_68608	ko:K03146
tre:TRIREDRAFT_68636	ko:K02948
tre:TRIREDRAFT_68728	ko:K05355
tre:TRIREDRAFT_68729	ko:K25129
tre:TRIREDRAFT_68813	ko:K08192
tre:TRIREDRAFT_68843	ko:K01824
tre:TRIREDRAFT_68869	ko:K08192
tre:TRIREDRAFT_68875	ko:K06675
tre:TRIREDRAFT_68909	ko:K02976
tre:TRIREDRAFT_68924	ko:K00574
tre:TRIREDRAFT_68926	ko:K20121
tre:TRIREDRAFT_68941	ko:K00799
tre:TRIREDRAFT_68956	ko:K00273
tre:TRIREDRAFT_68966	ko:K01598
tre:TRIREDRAFT_68973	ko:K22390
tre:TRIREDRAFT_69035	ko:K00967
tre:TRIREDRAFT_69068	ko:K24348
tre:TRIREDRAFT_69081	ko:K00101
tre:TRIREDRAFT_69118	ko:K11364
tre:TRIREDRAFT_69122	ko:K04712
tre:TRIREDRAFT_69123	ko:K08257
tre:TRIREDRAFT_69179	ko:K08869
tre:TRIREDRAFT_69211	ko:K03854
tre:TRIREDRAFT_69217	ko:K02202
tre:TRIREDRAFT_69224	ko:K15071
tre:TRIREDRAFT_69245	ko:K01192
tre:TRIREDRAFT_69257	ko:K01409
tre:TRIREDRAFT_69267	ko:K24134
tre:TRIREDRAFT_69288	ko:K14528
tre:TRIREDRAFT_69290	ko:K13278
tre:TRIREDRAFT_69291	ko:K17877
tre:TRIREDRAFT_69349	ko:K09173
tre:TRIREDRAFT_69362	ko:K19219
tre:TRIREDRAFT_69381	ko:K13118
tre:TRIREDRAFT_69399	ko:K02952
tre:TRIREDRAFT_69423	ko:K13102
tre:TRIREDRAFT_69425	ko:K22745
tre:TRIREDRAFT_69426	ko:K01266
tre:TRIREDRAFT_69437	ko:K06659
tre:TRIREDRAFT_69494	ko:K11592
tre:TRIREDRAFT_69496	ko:K07760
tre:TRIREDRAFT_69557	ko:K01207
tre:TRIREDRAFT_69563	ko:K03448
tre:TRIREDRAFT_69625	ko:K16639
tre:TRIREDRAFT_69652	ko:K23319
tre:TRIREDRAFT_69656	ko:K17656
tre:TRIREDRAFT_69700	ko:K01205
tre:TRIREDRAFT_69712	ko:K08192
tre:TRIREDRAFT_69736	ko:K22276
tre:TRIREDRAFT_69751	ko:K03380
tre:TRIREDRAFT_69753	ko:K01488
tre:TRIREDRAFT_69757	ko:K01056
tre:TRIREDRAFT_69793	ko:K06634
tre:TRIREDRAFT_69811	ko:K00681
tre:TRIREDRAFT_69834	ko:K08192
tre:TRIREDRAFT_69838	ko:K07565
tre:TRIREDRAFT_69840	ko:K17742
tre:TRIREDRAFT_69853	ko:K09291
tre:TRIREDRAFT_69858	ko:K18693
tre:TRIREDRAFT_69863	ko:K01426
tre:TRIREDRAFT_69868	ko:K03854
tre:TRIREDRAFT_69933	ko:K10887
tre:TRIREDRAFT_69944	ko:K01811
tre:TRIREDRAFT_69946	ko:K22148
tre:TRIREDRAFT_69957	ko:K08141
tre:TRIREDRAFT_69960	ko:K11293
tre:TRIREDRAFT_69975	ko:K15272
tre:TRIREDRAFT_69998	ko:K10847
tre:TRIREDRAFT_70017	ko:K02965
tre:TRIREDRAFT_70035	ko:K03843
tre:TRIREDRAFT_70040	ko:K14050
tre:TRIREDRAFT_70076	ko:K07756
tre:TRIREDRAFT_70084	ko:K10865
tre:TRIREDRAFT_70098	ko:K19564
tre:TRIREDRAFT_70139	ko:K07297
tre:TRIREDRAFT_70175	ko:K07107
tre:TRIREDRAFT_70186	ko:K01213
tre:TRIREDRAFT_70218	ko:K12604
tre:TRIREDRAFT_70251	ko:K04705
tre:TRIREDRAFT_70266	ko:K04563
tre:TRIREDRAFT_70305	ko:K03267
tre:TRIREDRAFT_70341	ko:K01233
tre:TRIREDRAFT_70349	ko:K03448
tre:TRIREDRAFT_70373	ko:K09704
tre:TRIREDRAFT_70375	ko:K01426
tre:TRIREDRAFT_70488	ko:K03564
tre:TRIREDRAFT_70511	ko:K13354
tre:TRIREDRAFT_70517	ko:K24664
tre:TRIREDRAFT_70527	ko:K13333
tre:TRIREDRAFT_70532	ko:K13511
tre:TRIREDRAFT_70546	ko:K14376
tre:TRIREDRAFT_70548	ko:K03099
tre:TRIREDRAFT_70560	ko:K08576
tre:TRIREDRAFT_70600	ko:K03781
tre:TRIREDRAFT_70644	ko:K06316
tre:TRIREDRAFT_70646	ko:K17842
tre:TRIREDRAFT_70703	ko:K08744
tre:TRIREDRAFT_70736	ko:K21848
tre:TRIREDRAFT_70750	ko:K02153
tre:TRIREDRAFT_70772	ko:K05294
tre:TRIREDRAFT_70778	ko:K10858
tre:TRIREDRAFT_70795	ko:K03243
tre:TRIREDRAFT_70800	ko:K01417
tre:TRIREDRAFT_70803	ko:K03782
tre:TRIREDRAFT_70811	ko:K03361
tre:TRIREDRAFT_70816	ko:K01444
tre:TRIREDRAFT_70823	ko:K05292
tre:TRIREDRAFT_70830	ko:K08157
tre:TRIREDRAFT_70859	ko:K01426
tre:TRIREDRAFT_70860	ko:K08192
tre:TRIREDRAFT_70875	ko:K08866
tre:TRIREDRAFT_70933	ko:K08192
tre:TRIREDRAFT_70943	ko:K11231
tre:TRIREDRAFT_70960	ko:K21053
tre:TRIREDRAFT_70962	ko:K01279
tre:TRIREDRAFT_70972	ko:K08158
tre:TRIREDRAFT_70988	ko:K00485
tre:TRIREDRAFT_70998	ko:K19564
tre:TRIREDRAFT_71005	ko:K22152
tre:TRIREDRAFT_71010	ko:K05658
tre:TRIREDRAFT_71019	ko:K27537
tre:TRIREDRAFT_71021	ko:K24083
tre:TRIREDRAFT_71029	ko:K14686
